longitude,latitude,result
148.7565195,45.55805963,10
148.72957,45.54907648,10
148.6487216,45.54009333,10
148.6846543,45.54009333,10
148.6397385,45.53111018,10
148.6846543,45.53111018,10
141.911357,45.52212702,10
148.6487216,45.52212702,10
148.6846543,45.52212702,10
141.8933907,45.51314387,10
148.6487216,45.51314387,10
148.6846543,45.51314387,10
141.8933907,45.50416072,10
148.6307553,45.50416072,10
148.6846543,45.50416072,10
141.8754244,45.49517756,10
148.5858396,45.49517756,10
141.8754244,45.48619441,10
148.5768564,45.48619441,10
148.6846543,45.48619441,10
141.8754244,45.47721126,10
148.5768564,45.47721126,10
148.6846543,45.47721126,10
140.968126,45.46822811,10
141.8754244,45.46822811,10
148.5588901,45.46822811,10
148.6846543,45.46822811,10
140.968126,45.45924495,10
141.0489743,45.45924495,10
141.8844076,45.45924495,10
148.549907,45.45924495,10
140.968126,45.4502618,10
141.0399912,45.4502618,10
141.6508456,45.4502618,10
141.8754244,45.4502618,8
148.5229575,45.4502618,10
148.6846543,45.4502618,10
140.968126,45.44127865,10
141.0399912,45.44127865,10
141.6508456,45.44127865,10
141.8574581,45.44127865,10
147.9210863,45.44127865,10
148.5139743,45.44127865,10
148.5319407,45.44127865,10
140.9771091,45.43229549,10
141.6418624,45.43229549,10
141.8484749,45.43229549,10
141.8844076,45.43229549,10
147.90312,45.43229549,10
148.5049912,45.43229549,10
148.6846543,45.43229549,10
140.9950754,45.42331234,10
141.6328793,45.42331234,10
141.8394918,45.42331234,10
147.90312,45.42331234,10
148.4870249,45.42331234,10
148.6846543,45.42331234,10
140.9860923,45.41432919,10
141.6328793,45.41432919,10
141.7406771,45.41432919,10
141.8125423,45.41432919,8
141.8844076,45.41432919,10
147.90312,45.41432919,10
148.4780417,45.41432919,10
148.5319407,45.41432919,10
140.9860923,45.40534604,10
141.6328793,45.40534604,10
141.7496603,45.40534604,8
147.8761705,45.40534604,10
148.4780417,45.40534604,10
148.5319407,45.40534604,10
140.9860923,45.39636288,10
141.6328793,45.39636288,10
141.8844076,45.39636288,10
147.8761705,45.39636288,10
148.4690586,45.39636288,10
148.6846543,45.39636288,10
140.9860923,45.38737973,10
141.6508456,45.38737973,10
141.8844076,45.38737973,10
147.8582042,45.38737973,10
148.4780417,45.38737973,10
148.5319407,45.38737973,10
140.9860923,45.37839658,10
141.6508456,45.37839658,10
141.8844076,45.37839658,10
147.8671873,45.37839658,10
147.90312,45.37839658,10
148.4690586,45.37839658,10
148.6846543,45.37839658,10
140.9860923,45.36941342,10
141.6508456,45.36941342,10
141.8844076,45.36941342,10
147.8582042,45.36941342,10
148.4510923,45.36941342,10
148.6846543,45.36941342,10
140.9950754,45.36043027,10
141.6598287,45.36043027,10
141.731694,45.36043027,10
142.0550875,45.36043027,10
147.849221,45.36043027,10
147.90312,45.36043027,10
148.4421091,45.36043027,10
148.5319407,45.36043027,10
141.0040586,45.35144712,10
141.6598287,45.35144712,10
141.731694,45.35144712,10
142.0550875,45.35144712,10
147.8582042,45.35144712,10
148.4241428,45.35144712,10
148.5319407,45.35144712,10
141.0040586,45.34246397,10
141.6508456,45.34246397,10
141.8844076,45.34246397,9
147.8582042,45.34246397,10
148.4241428,45.34246397,10
148.5319407,45.34246397,10
141.0040586,45.33348081,10
141.6508456,45.33348081,10
141.8844076,45.33348081,10
147.8582042,45.33348081,10
148.4151597,45.33348081,10
148.6846543,45.33348081,10
141.0040586,45.32449766,10
141.6418624,45.32449766,10
141.731694,45.32449766,10
142.0550875,45.32449766,10
147.8582042,45.32449766,10
148.3971934,45.32449766,10
148.7655026,45.32449766,10
141.0130417,45.31551451,10
141.614913,45.31551451,10
141.8844076,45.31551451,10
147.8582042,45.31551451,10
148.3612607,45.31551451,10
148.3792271,45.31551451,10
141.0220249,45.30653135,10
141.6238961,45.30653135,10
141.731694,45.30653135,10
142.0550875,45.30653135,10
147.8671873,45.30653135,10
147.90312,45.30653135,10
148.3432944,45.30653135,10
148.3792271,45.30653135,10
141.031008,45.2975482,10
141.6238961,45.2975482,10
141.731694,45.2975482,10
142.0550875,45.2975482,10
147.8761705,45.2975482,10
148.3432944,45.2975482,10
148.3792271,45.2975482,10
141.0220249,45.28856505,10
141.6238961,45.28856505,10
141.731694,45.28856505,10
142.0550875,45.28856505,10
147.8671873,45.28856505,10
147.90312,45.28856505,10
148.3253281,45.28856505,10
148.3792271,45.28856505,10
141.0220249,45.2795819,10
141.614913,45.2795819,10
141.8844076,45.2795819,10
142.2078011,45.2795819,10
147.8671873,45.2795819,10
147.90312,45.2795819,10
148.2893955,45.2795819,10
148.3792271,45.2795819,10
141.031008,45.27059874,10
141.5969467,45.27059874,10
141.8844076,45.27059874,10
142.2078011,45.27059874,10
147.8761705,45.27059874,10
148.2265135,45.27059874,10
141.1927048,45.26161559,10
141.5879635,45.26161559,10
141.731694,45.26161559,10
142.0550875,45.26161559,10
147.8761705,45.26161559,10
148.0558336,45.26161559,10
148.3792271,45.26161559,10
141.1837216,45.25263244,10
141.5879635,45.25263244,10
141.731694,45.25263244,10
142.0550875,45.25263244,10
147.8761705,45.25263244,10
148.0558336,45.25263244,10
148.3792271,45.25263244,10
148.496008,45.25263244,10
141.1747385,45.24364928,10
141.5789804,45.24364928,10
141.8844076,45.24364928,10
142.2078011,45.24364928,10
147.8671873,45.24364928,10
147.90312,45.24364928,10
148.2085472,45.24364928,10
141.1567722,45.23466613,10
141.5789804,45.23466613,10
141.8844076,45.23466613,10
142.2078011,45.23466613,10
147.8761705,45.23466613,10
148.0558336,45.23466613,10
148.3792271,45.23466613,10
141.1388059,45.22568298,10
141.2555869,45.22568298,10
141.5789804,45.22568298,10
141.8844076,45.22568298,10
142.2078011,45.22568298,10
147.8671873,45.22568298,10
147.90312,45.22568298,10
148.2085472,45.22568298,10
141.1388059,45.21669983,10
141.2555869,45.21669983,10
141.5789804,45.21669983,10
141.8844076,45.21669983,10
142.2078011,45.21669983,10
147.8132884,45.21669983,10
147.8582042,45.21669983,10
148.0558336,45.21669983,10
141.1388059,45.20771667,10
141.5699972,45.20771667,10
141.731694,45.20771667,10
142.0550875,45.20771667,10
147.7773558,45.20771667,10
147.90312,45.20771667,10
148.2085472,45.20771667,10
141.1388059,45.19873352,10
141.2555869,45.19873352,10
141.5699972,45.19873352,10
141.731694,45.19873352,8
142.0550875,45.19873352,9
147.7414232,45.19873352,10
147.90312,45.19873352,10
148.2085472,45.19873352,10
141.1298227,45.18975037,10
141.5699972,45.18975037,10
141.731694,45.18975037,10
142.0550875,45.18975037,9
147.73244,45.18975037,10
147.7504064,45.18975037,10
148.0558336,45.18975037,10
141.1298227,45.18076721,10
141.5789804,45.18076721,10
141.8844076,45.18076721,10
142.2078011,45.18076721,10
147.7234569,45.18076721,10
147.90312,45.18076721,10
148.2085472,45.18076721,10
141.1388059,45.17178406,10
141.5789804,45.17178406,8
141.8844076,45.17178406,10
142.2078011,45.17178406,10
147.7144737,45.17178406,10
147.7504064,45.17178406,10
148.0558336,45.17178406,10
141.1388059,45.16280091,10
141.5789804,45.16280091,10
141.8844076,45.16280091,10
142.2078011,45.16280091,10
147.7054906,45.16280091,10
147.90312,45.16280091,10
148.2085472,45.16280091,10
141.147789,45.15381776,10
141.2555869,45.15381776,10
141.5969467,45.15381776,10
141.8844076,45.15381776,10
142.2078011,45.15381776,10
147.7144737,45.15381776,10
147.7504064,45.15381776,10
148.0558336,45.15381776,10
141.1567722,45.1448346,10
141.2555869,45.1448346,10
141.5969467,45.1448346,10
141.8844076,45.1448346,10
142.2078011,45.1448346,10
147.6875243,45.1448346,10
147.90312,45.1448346,10
141.1657553,45.13585145,10
141.6059298,45.13585145,10
141.731694,45.13585145,10
142.0550875,45.13585145,10
142.3605147,45.13585145,10
147.6965074,45.13585145,10
147.7504064,45.13585145,10
148.0558336,45.13585145,10
141.1747385,45.1268683,10
141.2555869,45.1268683,10
141.614913,45.1268683,10
141.8844076,45.1268683,10
142.2078011,45.1268683,10
147.7054906,45.1268683,10
147.90312,45.1268683,10
141.1927048,45.11788514,10
141.2555869,45.11788514,10
141.614913,45.11788514,10
141.8844076,45.11788514,10
142.2078011,45.11788514,10
147.5078612,45.11788514,10
147.6965074,45.11788514,10
147.7504064,45.11788514,10
148.0558336,45.11788514,10
141.2106711,45.10890199,10
141.614913,45.10890199,10
141.8844076,45.10890199,10
142.2078011,45.10890199,9
147.5078612,45.10890199,10
147.6965074,45.10890199,10
147.7504064,45.10890199,10
148.0558336,45.10890199,10
141.2286374,45.09991884,10
141.614913,45.09991884,10
141.8844076,45.09991884,9
142.2078011,45.09991884,10
147.5168444,45.09991884,10
147.6965074,45.09991884,10
147.7504064,45.09991884,10
148.0558336,45.09991884,10
141.6238961,45.09093569,10
141.731694,45.09093569,10
142.0550875,45.09093569,10
142.3605147,45.09093569,10
147.5348107,45.09093569,10
147.6605748,45.09093569,10
147.7504064,45.09093569,10
148.0558336,45.09093569,10
141.6328793,45.08195253,10
141.731694,45.08195253,10
142.0550875,45.08195253,9
142.3605147,45.08195253,10
147.5258275,45.08195253,10
147.5797265,45.08195253,10
147.6426085,45.08195253,10
147.7504064,45.08195253,10
148.0558336,45.08195253,10
141.6328793,45.07296938,10
141.8844076,45.07296938,10
142.2078011,45.07296938,10
147.5258275,45.07296938,10
147.5797265,45.07296938,10
147.90312,45.07296938,10
141.6418624,45.06398623,10
141.8844076,45.06398623,10
142.2078011,45.06398623,10
147.5168444,45.06398623,10
147.7504064,45.06398623,10
148.0558336,45.06398623,10
141.6508456,45.05500308,10
141.731694,45.05500308,10
142.0550875,45.05500308,10
142.3605147,45.05500308,10
147.5258275,45.05500308,10
147.5797265,45.05500308,10
147.90312,45.05500308,10
141.6508456,45.04601992,10
141.8844076,45.04601992,10
142.2078011,45.04601992,10
147.5168444,45.04601992,10
147.7504064,45.04601992,10
141.6598287,45.03703677,10
141.731694,45.03703677,10
142.0550875,45.03703677,10
142.3605147,45.03703677,10
147.5168444,45.03703677,10
147.7504064,45.03703677,10
141.6598287,45.02805362,10
