longitude,latitude,result
141.8844076,45.02805362,10
142.2078011,45.02805362,10
142.5311946,45.02805362,10
147.5168444,45.02805362,10
147.7504064,45.02805362,10
141.6688119,45.01907046,10
141.731694,45.01907046,10
142.0550875,45.01907046,10
142.3605147,45.01907046,10
147.5078612,45.01907046,10
147.5797265,45.01907046,10
147.90312,45.01907046,10
141.6688119,45.01008731,10
141.731694,45.01008731,10
142.0550875,45.01008731,10
142.3605147,45.01008731,10
147.5168444,45.01008731,10
147.7504064,45.01008731,10
141.677795,45.00110416,10
141.731694,45.00110416,10
142.0550875,45.00110416,10
142.3605147,45.00110416,10
147.5258275,45.00110416,10
147.5797265,45.00110416,10
147.90312,45.00110416,10
141.6867782,44.99212101,10
141.8844076,44.99212101,10
142.2078011,44.99212101,10
142.5311946,44.99212101,9
147.4898949,44.99212101,10
147.5797265,44.99212101,10
147.73244,44.99212101,10
147.7504064,44.99212101,10
141.6867782,44.98313785,10
141.8844076,44.98313785,10
142.2078011,44.98313785,10
142.5311946,44.98313785,10
147.4629455,44.98313785,10
147.7414232,44.98313785,10
147.90312,44.98313785,10
141.6957613,44.9741547,10
141.8844076,44.9741547,10
142.2078011,44.9741547,10
142.5311946,44.9741547,9
147.4629455,44.9741547,10
147.73244,44.9741547,10
147.7504064,44.9741547,10
141.6957613,44.96517155,10
141.731694,44.96517155,10
142.0550875,44.96517155,10
142.3605147,44.96517155,10
147.4449792,44.96517155,10
147.7504064,44.96517155,10
141.7047445,44.95618839,8
141.731694,44.95618839,10
142.0550875,44.95618839,10
142.3605147,44.95618839,10
147.435996,44.95618839,10
147.5797265,44.95618839,10
147.7504064,44.95618839,10
147.90312,44.95618839,10
141.7047445,44.94720524,10
141.731694,44.94720524,10
142.0550875,44.94720524,10
142.3605147,44.94720524,10
147.4270129,44.94720524,10
147.7773558,44.94720524,10
141.7137276,44.93822209,10
141.731694,44.93822209,10
142.0550875,44.93822209,10
142.3605147,44.93822209,10
147.4180297,44.93822209,10
147.5797265,44.93822209,10
141.7137276,44.92923894,10
141.731694,44.92923894,10
142.0550875,44.92923894,10
142.3605147,44.92923894,10
147.4000634,44.92923894,10
147.5797265,44.92923894,10
141.7227108,44.92025578,9
142.0550875,44.92025578,9
142.3605147,44.92025578,10
147.4000634,44.92025578,10
147.5797265,44.92025578,10
141.7227108,44.91127263,10
142.0550875,44.91127263,9
142.3605147,44.91127263,10
147.3731139,44.91127263,10
147.4270129,44.91127263,10
141.731694,44.90228948,10
141.8844076,44.90228948,10
142.2078011,44.90228948,10
142.5311946,44.90228948,10
147.3461645,44.90228948,10
147.5797265,44.90228948,10
141.731694,44.89330632,9
141.8844076,44.89330632,9
142.2078011,44.89330632,10
142.5311946,44.89330632,10
147.319215,44.89330632,10
147.4270129,44.89330632,10
141.731694,44.88432317,10
141.8844076,44.88432317,10
142.2078011,44.88432317,10
142.5311946,44.88432317,10
147.3012487,44.88432317,10
147.4270129,44.88432317,10
141.7406771,44.87534002,10
141.8844076,44.87534002,10
142.2078011,44.87534002,10
142.5311946,44.87534002,10
147.2832824,44.87534002,10
147.4270129,44.87534002,10
141.7406771,44.86635687,10
141.8844076,44.86635687,10
142.2078011,44.86635687,10
142.5311946,44.86635687,10
147.2653161,44.86635687,10
147.4270129,44.86635687,10
141.7406771,44.85737371,10
142.0550875,44.85737371,10
142.3605147,44.85737371,10
147.2653161,44.85737371,10
147.4270129,44.85737371,10
141.7496603,44.84839056,10
142.0550875,44.84839056,10
142.3605147,44.84839056,10
147.2563329,44.84839056,10
147.2742993,44.84839056,10
147.5797265,44.84839056,10
141.7496603,44.83940741,10
141.8844076,44.83940741,10
142.2078011,44.83940741,10
142.5311946,44.83940741,10
147.2653161,44.83940741,10
147.4270129,44.83940741,10
141.7586434,44.83042425,10
142.0550875,44.83042425,10
142.3605147,44.83042425,10
147.1305688,44.83042425,10
147.2473498,44.83042425,10
147.4270129,44.83042425,10
141.7586434,44.8214411,10
141.8844076,44.8214411,9
142.2078011,44.8214411,10
142.5311946,44.8214411,10
147.1126025,44.8214411,10
147.2473498,44.8214411,10
147.4270129,44.8214411,10
141.7586434,44.81245795,10
141.8844076,44.81245795,10
142.2078011,44.81245795,10
142.5311946,44.81245795,10
147.1036194,44.81245795,10
147.2383666,44.81245795,10
147.2742993,44.81245795,10
141.7586434,44.8034748,10
141.8844076,44.8034748,10
142.2078011,44.8034748,10
142.5311946,44.8034748,10
147.1036194,44.8034748,10
147.2204003,44.8034748,10
147.2742993,44.8034748,10
141.7676266,44.79449164,10
141.8844076,44.79449164,10
142.2078011,44.79449164,10
142.5311946,44.79449164,10
147.1126025,44.79449164,10
147.2742993,44.79449164,10
141.7676266,44.78550849,10
142.0550875,44.78550849,10
142.3605147,44.78550849,10
147.1126025,44.78550849,10
147.2742993,44.78550849,10
141.7676266,44.77652534,10
142.0550875,44.77652534,10
142.3605147,44.77652534,10
147.1126025,44.77652534,10
147.2742993,44.77652534,10
141.7766097,44.76754218,10
142.0550875,44.76754218,10
142.3605147,44.76754218,10
147.1305688,44.76754218,10
147.2742993,44.76754218,10
141.7766097,44.75855903,10
142.0550875,44.75855903,10
142.3605147,44.75855903,10
147.1754846,44.75855903,10
141.7766097,44.74957588,10
141.8844076,44.74957588,10
142.2078011,44.74957588,10
142.5311946,44.74957588,10
147.202434,44.74957588,10
147.2742993,44.74957588,10
141.7766097,44.74059273,10
141.8844076,44.74059273,9
142.2078011,44.74059273,10
142.5311946,44.74059273,9
147.202434,44.74059273,10
147.2742993,44.74059273,10
141.7766097,44.73160957,10
142.0550875,44.73160957,10
142.3605147,44.73160957,10
147.1934509,44.73160957,10
141.7766097,44.72262642,10
142.0550875,44.72262642,10
142.3605147,44.72262642,10
147.202434,44.72262642,10
147.2742993,44.72262642,10
141.7855929,44.71364327,10
142.0550875,44.71364327,10
142.3605147,44.71364327,10
147.1934509,44.71364327,10
141.7855929,44.70466011,10
142.0550875,44.70466011,10
142.3605147,44.70466011,10
147.1844677,44.70466011,10
147.2742993,44.70466011,10
141.7855929,44.69567696,10
141.8844076,44.69567696,10
142.2078011,44.69567696,10
142.5311946,44.69567696,10
147.1934509,44.69567696,10
141.7855929,44.68669381,10
142.0550875,44.68669381,10
142.3605147,44.68669381,10
147.1754846,44.68669381,10
141.7855929,44.67771066,10
141.8844076,44.67771066,10
142.2078011,44.67771066,10
142.5311946,44.67771066,10
147.1575183,44.67771066,10
141.7855929,44.6687275,10
142.0550875,44.6687275,10
142.3605147,44.6687275,10
147.139552,44.6687275,10
141.794576,44.65974435,10
142.0550875,44.65974435,8
142.3605147,44.65974435,10
147.0048047,44.65974435,10
147.139552,44.65974435,10
141.794576,44.6507612,10
141.8844076,44.6507612,10
142.2078011,44.6507612,10
142.5311946,44.6507612,10
147.0048047,44.6507612,10
147.1215857,44.6507612,10
141.794576,44.64177804,10
142.0550875,44.64177804,10
142.3605147,44.64177804,10
147.0137878,44.64177804,10
147.1036194,44.64177804,10
141.794576,44.63279489,10
141.8844076,44.63279489,10
142.2078011,44.63279489,10
142.5311946,44.63279489,10
146.9509058,44.63279489,10
147.0407373,44.63279489,10
141.794576,44.62381174,10
141.8844076,44.62381174,10
142.2078011,44.62381174,10
142.5311946,44.62381174,10
146.9329394,44.62381174,10
147.0407373,44.62381174,10
141.7855929,44.61482859,10
142.0550875,44.61482859,10
142.3605147,44.61482859,10
146.9419226,44.61482859,10
147.0317541,44.61482859,10
147.1036194,44.61482859,10
141.7855929,44.60584543,10
141.8844076,44.60584543,10
142.2078011,44.60584543,10
142.5311946,44.60584543,10
146.9329394,44.60584543,10
147.022771,44.60584543,10
141.7855929,44.59686228,10
141.8844076,44.59686228,10
142.2078011,44.59686228,10
142.5311946,44.59686228,10
146.9419226,44.59686228,10
147.022771,44.59686228,10
141.7855929,44.58787913,10
141.8844076,44.58787913,10
142.2078011,44.58787913,10
142.5311946,44.58787913,10
146.9419226,44.58787913,10
147.0137878,44.58787913,10
147.1036194,44.58787913,10
141.7855929,44.57889597,10
142.0550875,44.57889597,10
142.3605147,44.57889597,10
146.9419226,44.57889597,10
147.1036194,44.57889597,10
141.7766097,44.56991282,10
142.0550875,44.56991282,10
142.3605147,44.56991282,10
146.9509058,44.56991282,10
141.7676266,44.56092967,10
142.0550875,44.56092967,10
142.3605147,44.56092967,10
146.9419226,44.56092967,10
147.1215857,44.56092967,10
147.2114172,44.56092967,10
141.7676266,44.55194652,10
141.8844076,44.55194652,9
142.2078011,44.55194652,10
142.5311946,44.55194652,10
146.9598889,44.55194652,10
141.7676266,44.54296336,10
142.0550875,44.54296336,9
142.3605147,44.54296336,10
143.0073017,44.54296336,10
146.9419226,44.54296336,10
141.7676266,44.53398021,10
141.8844076,44.53398021,10
142.2078011,44.53398021,10
142.5311946,44.53398021,10
143.0612006,44.53398021,10
146.9329394,44.53398021,10
141.7586434,44.52499706,10
142.0550875,44.52499706,10
142.3605147,44.52499706,10
143.0073017,44.52499706,10
146.90599,44.52499706,10
141.7676266,44.5160139,10
142.0550875,44.5160139,10
142.3605147,44.5160139,10
143.0073017,44.5160139,10
146.142422,44.5160139,10
146.8880237,44.5160139,10
141.7586434,44.50703075,10
142.0550875,44.50703075,10
142.3605147,44.50703075,10
143.0073017,44.50703075,10
146.1334388,44.50703075,10
146.1693715,44.50703075,10
146.8880237,44.50703075,10
141.7586434,44.4980476,10
141.8844076,44.4980476,10
142.2078011,44.4980476,10
142.5311946,44.4980476,10
146.1154725,44.4980476,10
146.1693715,44.4980476,10
146.8700574,44.4980476,10
141.7586434,44.48906445,10
142.0550875,44.48906445,10
142.3605147,44.48906445,10
143.0073017,44.48906445,10
146.0975062,44.48906445,10
146.1693715,44.48906445,10
146.8790405,44.48906445,10
141.7586434,44.48008129,10
141.8844076,44.48008129,10
142.2078011,44.48008129,10
142.5311946,44.48008129,10
146.0885231,44.48008129,10
146.8700574,44.48008129,10
141.7586434,44.47109814,10
141.8844076,44.47109814,10
142.2078011,44.47109814,10
142.5311946,44.47109814,10
143.1600153,44.47109814,10
146.0885231,44.47109814,10
146.8700574,44.47109814,10
141.7586434,44.46211499,10
142.0550875,44.46211499,10
142.3605147,44.46211499,10
143.0073017,44.46211499,10
146.0705568,44.46211499,10
146.8610742,44.46211499,10
141.7496603,44.45313183,10
142.0550875,44.45313183,10
142.3605147,44.45313183,6
143.0073017,44.45313183,10
146.0705568,44.45313183,10
146.5736133,44.45313183,10
146.8520911,44.45313183,10
141.7496603,44.44414868,10
142.0550875,44.44414868,10
142.3605147,44.44414868,6
143.0073017,44.44414868,10
146.0705568,44.44414868,10
146.5466639,44.44414868,10
146.8700574,44.44414868,10
141.7496603,44.43516553,10
142.0550875,44.43516553,8
142.3605147,44.43516553,10
143.0073017,44.43516553,10
146.0615736,44.43516553,10
146.1693715,44.43516553,10
146.5197144,44.43516553,10
146.8700574,44.43516553,10
141.7406771,44.42618238,10
142.0550875,44.42618238,10
142.3605147,44.42618238,10
143.0073017,44.42618238,10
146.0525905,44.42618238,10
146.3220851,44.42618238,10
146.3939503,44.42618238,10
146.4747987,44.42618238,10
146.9149731,44.42618238,10
141.731694,44.41719922,10
142.0550875,44.41719922,10
142.3605147,44.41719922,10
143.0073017,44.41719922,10
146.0436073,44.41719922,10
146.1693715,44.41719922,10
146.4747987,44.41719922,10
141.7227108,44.40821607,10
142.0550875,44.40821607,10
142.3605147,44.40821607,10
143.0073017,44.40821607,10
146.0346242,44.40821607,8
146.3220851,44.40821607,10
141.7137276,44.39923292,10
141.731694,44.39923292,10
142.0550875,44.39923292,10
142.3605147,44.39923292,10
143.0073017,44.39923292,10
146.025641,44.39923292,10
146.1693715,44.39923292,10
146.4747987,44.39923292,10
141.7047445,44.39024976,10
141.8844076,44.39024976,10
142.2078011,44.39024976,10
142.5311946,44.39024976,10
143.1600153,44.39024976,10
146.025641,44.39024976,10
146.1693715,44.39024976,10
146.4747987,44.39024976,10
141.7047445,44.38126661,10
141.8844076,44.38126661,10
142.2078011,44.38126661,10
142.5311946,44.38126661,10
143.1600153,44.38126661,9
146.0076747,44.38126661,10
146.1693715,44.38126661,10
146.4747987,44.38126661,10
141.6957613,44.37228346,10
141.731694,44.37228346,10
142.0550875,44.37228346,10
142.3605147,44.37228346,10
143.0073017,44.37228346,10
143.3127289,44.37228346,10
146.0166579,44.37228346,10
146.3220851,44.37228346,10
146.4568323,44.37228346,10
146.4747987,44.37228346,10
141.6867782,44.36330031,10
141.731694,44.36330031,10
142.0550875,44.36330031,10
142.3605147,44.36330031,10
143.0073017,44.36330031,10
143.3127289,44.36330031,10
146.0076747,44.36330031,10
146.1693715,44.36330031,10
146.4658155,44.36330031,10
141.6867782,44.35431715,10
141.731694,44.35431715,10
142.0550875,44.35431715,10
142.3605147,44.35431715,10
143.0073017,44.35431715,10
143.3127289,44.35431715,10
145.9986916,44.35431715,10
146.3220851,44.35431715,10
146.4837818,44.35431715,10
141.677795,44.345334,10
141.731694,44.345334,10
142.0550875,44.345334,10
142.3605147,44.345334,10
143.0073017,44.345334,10
143.3127289,44.345334,10
145.3249551,44.345334,10
146.0076747,44.345334,10
146.1693715,44.345334,10
141.677795,44.33635085,10
141.731694,44.33635085,10
142.0550875,44.33635085,10
142.3605147,44.33635085,10
143.0073017,44.33635085,10
143.3127289,44.33635085,10
145.3159719,44.33635085,10
145.9986916,44.33635085,10
146.3220851,44.33635085,10
141.6688119,44.32736769,10
141.8844076,44.32736769,10
142.2078011,44.32736769,10
142.5311946,44.32736769,10
143.1600153,44.32736769,10
145.3069888,44.32736769,10
145.9897084,44.32736769,10
146.1693715,44.32736769,10
141.6508456,44.31838454,10
141.731694,44.31838454,10
142.0550875,44.31838454,10
142.3605147,44.31838454,10
143.0073017,44.31838454,10
143.3127289,44.31838454,10
145.3159719,44.31838454,10
145.9897084,44.31838454,10
146.1693715,44.31838454,10
141.6418624,44.30940139,10
141.731694,44.30940139,10
142.0550875,44.30940139,10
142.3605147,44.30940139,10
143.0073017,44.30940139,10
143.3127289,44.30940139,10
145.2980056,44.30940139,10
145.9807252,44.30940139,10
145.9986916,44.30940139,10
146.3220851,44.30940139,10
141.6508456,44.30041824,10
141.8844076,44.30041824,10
142.2078011,44.30041824,10
142.5311946,44.30041824,10
143.1600153,44.30041824,10
145.2800393,44.30041824,10
145.9717421,44.30041824,10
146.1693715,44.30041824,10
141.6508456,44.29143508,10
141.731694,44.29143508,10
142.0550875,44.29143508,10
142.3605147,44.29143508,10
143.0073017,44.29143508,10
143.3127289,44.29143508,10
145.2710562,44.29143508,10
145.9537758,44.29143508,10
146.1693715,44.29143508,10
141.6508456,44.28245193,10
141.8844076,44.28245193,10
142.2078011,44.28245193,10
142.5311946,44.28245193,10
143.1600153,44.28245193,10
143.4654425,44.28245193,10
145.262073,44.28245193,10
145.9358095,44.28245193,10
146.1693715,44.28245193,10
141.6508456,44.27346878,10
141.8844076,44.27346878,10
142.2078011,44.27346878,10
142.5311946,44.27346878,10
143.1600153,44.27346878,10
143.4654425,44.27346878,10
145.2530899,44.27346878,10
145.9178432,44.27346878,10
146.1693715,44.27346878,10
141.6508456,44.26448562,10
141.8844076,44.26448562,10
142.2078011,44.26448562,10
142.5311946,44.26448562,10
143.1600153,44.26448562,10
143.4654425,44.26448562,10
145.2441067,44.26448562,10
145.3698709,44.26448562,10
145.90886,44.26448562,10
145.9986916,44.26448562,10
146.1873378,44.26448562,10
141.6508456,44.25550247,10
141.8844076,44.25550247,10
142.2078011,44.25550247,10
142.5311946,44.25550247,10
143.1600153,44.25550247,10
143.4654425,44.25550247,10
143.5283245,44.25550247,10
145.2351236,44.25550247,10
145.8908937,44.25550247,10
145.9986916,44.25550247,10
141.6598287,44.24651932,10
141.8844076,44.24651932,10
142.2078011,44.24651932,10
142.5311946,44.24651932,10
143.1600153,44.24651932,10
143.4654425,44.24651932,10
145.2351236,44.24651932,10
145.8908937,44.24651932,10
145.9986916,44.24651932,10
141.6598287,44.23753617,10
141.8844076,44.23753617,10
142.2078011,44.23753617,10
142.5311946,44.23753617,10
143.1600153,44.23753617,10
143.4654425,44.23753617,10
145.2171573,44.23753617,10
145.8729274,44.23753617,10
145.9986916,44.23753617,10
141.6508456,44.22855301,10
141.8844076,44.22855301,10
142.2078011,44.22855301,10
142.5311946,44.22855301,10
143.1600153,44.22855301,10
143.4654425,44.22855301,10
145.2171573,44.22855301,10
145.8639443,44.22855301,10
141.6508456,44.21956986,10
141.8844076,44.21956986,9
142.2078011,44.21956986,10
142.5311946,44.21956986,10
143.1600153,44.21956986,10
143.4654425,44.21956986,10
145.2081741,44.21956986,10
145.8639443,44.21956986,10
141.6508456,44.21058671,10
141.731694,44.21058671,10
142.0550875,44.21058671,10
142.3605147,44.21058671,10
143.0073017,44.21058671,10
143.3127289,44.21058671,10
143.6361224,44.21058671,10
145.1991909,44.21058671,9
145.2171573,44.21058671,10
145.8549611,44.21058671,10
145.9986916,44.21058671,10
141.6598287,44.20160356,10
141.8844076,44.20160356,10
142.2078011,44.20160356,10
142.5311946,44.20160356,10
143.1600153,44.20160356,10
143.4654425,44.20160356,10
145.1902078,44.20160356,10
145.8549611,44.20160356,10
145.9986916,44.20160356,10
141.6598287,44.1926204,10
141.8844076,44.1926204,10
142.2078011,44.1926204,10
142.5311946,44.1926204,10
143.1600153,44.1926204,10
143.4654425,44.1926204,10
143.6900213,44.1926204,10
145.1812246,44.1926204,10
145.2171573,44.1926204,10
145.8369948,44.1926204,10
145.9986916,44.1926204,10
141.6598287,44.18363725,10
141.8844076,44.18363725,10
142.2078011,44.18363725,10
142.5311946,44.18363725,10
143.1600153,44.18363725,10
143.4654425,44.18363725,10
143.734937,44.18363725,10
143.788836,44.18363725,9
145.1542752,44.18363725,10
