longitude,latitude,value
147.90312,45.27059874,4799.07
148.2354966,45.27059874,122.282
148.3792271,45.27059874,3883.74
141.1927048,45.26161559,597.281
141.5969467,45.26161559,2264.38
141.8844076,45.26161559,4379.29
142.2078011,45.26161559,5070.16
147.8671873,45.26161559,3535.51
147.90312,45.26161559,4874.23
148.2085472,45.26161559,2707.88
141.1837216,45.25263244,2566.17
141.5969467,45.25263244,4167.0
141.8844076,45.25263244,4425.04
142.2078011,45.25263244,4894.49
147.8851536,45.25263244,4163.98
147.90312,45.25263244,4411.16
148.2085472,45.25263244,4601.35
148.4870249,45.25263244,1506.17
141.1747385,45.24364928,3930.37
141.5879635,45.24364928,4255.86
141.731694,45.24364928,5089.52
142.0550875,45.24364928,5060.85
147.8761705,45.24364928,3874.25
148.0558336,45.24364928,4421.73
148.3792271,45.24364928,4163.02
141.1567722,45.23466613,3849.04
141.2555869,45.23466613,2433.54
141.5699972,45.23466613,4273.14
141.731694,45.23466613,5059.55
142.0550875,45.23466613,5192.14
147.8671873,45.23466613,3476.11
147.90312,45.23466613,4165.14
148.2085472,45.23466613,4242.29
141.1388059,45.22568298,2906.93
141.5699972,45.22568298,4571.3
141.731694,45.22568298,4415.2
142.0550875,45.22568298,5232.5
147.8761705,45.22568298,3249.2
148.0558336,45.22568298,4737.17
148.3792271,45.22568298,2371.12
141.1388059,45.21669983,4616.06
141.5699972,45.21669983,4691.12
141.731694,45.21669983,4533.65
142.0550875,45.21669983,5254.18
147.8043053,45.21669983,982.624
147.849221,45.21669983,1328.56
147.90312,45.21669983,4724.68
148.2085472,45.21669983,4218.14
141.1388059,45.20771667,3387.35
141.2555869,45.20771667,3841.57
141.5789804,45.20771667,3992.87
141.8844076,45.20771667,4388.2
142.2078011,45.20771667,5131.99
147.7683727,45.20771667,1811.42
148.0558336,45.20771667,4618.87
141.1388059,45.19873352,3189.52
141.5789804,45.19873352,4190.22
141.8844076,45.19873352,4275.64
142.2078011,45.19873352,5177.44
147.73244,45.19873352,4570.5
147.7504064,45.19873352,2101.11
148.0558336,45.19873352,4387.86
141.1298227,45.18975037,514.75
141.2555869,45.18975037,2670.44
141.5789804,45.18975037,4440.3
141.8844076,45.18975037,4262.02
142.2078011,45.18975037,5275.36
147.7414232,45.18975037,4328.92
147.90312,45.18975037,4735.99
148.2085472,45.18975037,4227.72
141.1298227,45.18076721,2483.3
141.2555869,45.18076721,2456.92
141.5879635,45.18076721,4938.62
141.731694,45.18076721,4400.32
142.0550875,45.18076721,5356.45
147.73244,45.18076721,2828.1
147.7504064,45.18076721,4793.09
148.0558336,45.18076721,3573.57
148.2624461,45.18076721,1272.14
141.1388059,45.17178406,4668.23
141.2555869,45.17178406,2600.39
141.5879635,45.17178406,4727.14
141.731694,45.17178406,4434.66
142.0550875,45.17178406,5299.45
147.7054906,45.17178406,585.858
147.90312,45.17178406,4602.46
148.2085472,45.17178406,4130.61
141.1388059,45.16280091,3132.97
141.2555869,45.16280091,3478.96
141.5879635,45.16280091,3746.71
141.731694,45.16280091,4502.4
142.0550875,45.16280091,5198.82
142.3605147,45.16280091,3867.06
147.7144737,45.16280091,4639.34
147.7504064,45.16280091,4505.82
148.0558336,45.16280091,3221.63
141.147789,45.15381776,3984.23
141.5879635,45.15381776,4085.67
141.731694,45.15381776,4253.51
142.0550875,45.15381776,5200.12
142.3605147,45.15381776,3943.38
147.7054906,45.15381776,4086.17
147.90312,45.15381776,4468.62
141.1567722,45.1448346,4749.29
141.5879635,45.1448346,3367.17
141.731694,45.1448346,4295.52
142.0550875,45.1448346,5057.6
142.3605147,45.1448346,4095.52
147.6965074,45.1448346,3024.27
147.7504064,45.1448346,4314.36
148.0558336,45.1448346,3222.98
141.1657553,45.13585145,4589.14
141.2555869,45.13585145,4722.78
141.5969467,45.13585145,4667.51
141.8844076,45.13585145,4994.55
142.2078011,45.13585145,5244.46
147.6875243,45.13585145,3271.55
147.90312,45.13585145,4175.41
141.1747385,45.1268683,5009.68
141.6059298,45.1268683,4862.51
141.731694,45.1268683,4323.89
142.0550875,45.1268683,5158.71
142.3605147,45.1268683,3912.5
147.6965074,45.1268683,4653.54
147.7504064,45.1268683,4534.06
148.0558336,45.1268683,3500.79
141.1927048,45.11788514,4270.75
141.6059298,45.11788514,4368.66
141.731694,45.11788514,4272.68
142.0550875,45.11788514,5108.46
142.3605147,45.11788514,3396.24
147.5168444,45.11788514,3.92
147.7054906,45.11788514,4744.07
147.90312,45.11788514,4264.49
141.2106711,45.10890199,4693.02
141.2555869,45.10890199,4937.77
141.6238961,45.10890199,4731.72
141.731694,45.10890199,4280.16
142.0550875,45.10890199,4954.75
142.3605147,45.10890199,4319.67
147.4988781,45.10890199,2533.52
147.7054906,45.10890199,4947.6
147.90312,45.10890199,4176.59
141.2466037,45.09991884,176.0
141.6328793,45.09991884,3446.58
141.8844076,45.09991884,4549.31
142.2078011,45.09991884,5405.14
147.5258275,45.09991884,3317.18
147.6875243,45.09991884,626.157
147.90312,45.09991884,4194.24
141.6238961,45.09093569,2916.88
141.8844076,45.09093569,4492.26
142.2078011,45.09093569,5368.23
147.5258275,45.09093569,2941.72
147.5797265,45.09093569,4606.62
147.669558,45.09093569,1205.63
147.90312,45.09093569,4079.69
141.6328793,45.08195253,2121.65
141.8844076,45.08195253,4970.9
142.2078011,45.08195253,5354.76
147.5348107,45.08195253,3227.71
147.6515917,45.08195253,686.316
147.90312,45.08195253,4053.11
141.6328793,45.07296938,2419.09
141.731694,45.07296938,4410.52
142.0550875,45.07296938,4986.46
142.3605147,45.07296938,4067.17
147.5348107,45.07296938,2479.39
147.7504064,45.07296938,5016.4
148.0558336,45.07296938,3757.37
141.6418624,45.06398623,3698.94
141.731694,45.06398623,4416.91
142.0550875,45.06398623,4946.65
142.3605147,45.06398623,4413.5
147.5258275,45.06398623,2854.64
147.5797265,45.06398623,4589.84
147.90312,45.06398623,3950.36
141.6508456,45.05500308,3441.51
141.8844076,45.05500308,4407.71
142.2078011,45.05500308,5277.34
147.5168444,45.05500308,3685.64
147.7504064,45.05500308,4816.01
141.6508456,45.04601992,3175.52
141.731694,45.04601992,4485.18
142.0550875,45.04601992,4922.14
142.3605147,45.04601992,4820.35
147.5258275,45.04601992,3807.47
147.5797265,45.04601992,4562.66
147.90312,45.04601992,3605.24
141.6598287,45.03703677,4021.23
141.8844076,45.03703677,5134.44
142.2078011,45.03703677,5378.15
147.5078612,45.03703677,3352.52
147.5797265,45.03703677,4573.06
147.90312,45.03703677,3214.32
141.6598287,45.02805362,3640.31
141.731694,45.02805362,4186.79
142.0550875,45.02805362,4810.38
142.3605147,45.02805362,5411.11
147.5078612,45.02805362,3489.79
147.5797265,45.02805362,4641.16
147.90312,45.02805362,2902.51
141.6688119,45.01907046,3354.32
141.8844076,45.01907046,5028.48
142.2078011,45.01907046,5183.91
142.5311946,45.01907046,3101.36
147.5168444,45.01907046,4516.5
147.7504064,45.01907046,4260.08
141.6688119,45.01008731,3228.31
141.8844076,45.01008731,4723.5
142.2078011,45.01008731,5182.37
142.5311946,45.01008731,2556.02
147.5258275,45.01008731,4387.77
147.5797265,45.01008731,4610.54
147.90312,45.01008731,3135.65
141.677795,45.00110416,4052.26
141.8844076,45.00110416,4587.75
142.2078011,45.00110416,5057.28
142.5311946,45.00110416,4428.6
147.5168444,45.00110416,3835.69
147.7504064,45.00110416,4918.23
141.6867782,44.99212101,4464.41
141.731694,44.99212101,4497.74
142.0550875,44.99212101,4937.34
142.3605147,44.99212101,4366.01
147.4809118,44.99212101,133.962
147.7414232,44.99212101,4782.98
147.90312,44.99212101,4074.25
141.6867782,44.98313785,2230.88
141.731694,44.98313785,4551.08
142.0550875,44.98313785,4658.39
142.3605147,44.98313785,4716.51
147.4719286,44.98313785,2961.98
147.5797265,44.98313785,4448.98
147.73244,44.98313785,2632.78
147.7504064,44.98313785,4342.89
141.6957613,44.9741547,2189.29
141.731694,44.9741547,4559.95
142.0550875,44.9741547,4416.99
142.3605147,44.9741547,4744.69
147.4539623,44.9741547,1642.11
147.5797265,44.9741547,4626.29
147.7593895,44.9741547,4478.03
147.90312,44.9741547,4276.5
141.7047445,44.96517155,3767.15
141.731694,44.96517155,3745.54
142.0550875,44.96517155,4021.29
142.3605147,44.96517155,4595.23
147.4449792,44.96517155,1750.63
147.7593895,44.96517155,4135.66
147.90312,44.96517155,3239.21
141.7047445,44.95618839,3574.33
141.8844076,44.95618839,4127.62
142.2078011,44.95618839,4929.22
142.5311946,44.95618839,4830.96
147.4449792,44.95618839,3703.51
147.7683727,44.95618839,3952.45
141.7047445,44.94720524,2643.51
141.8844076,44.94720524,4142.29
142.2078011,44.94720524,4989.11
142.5311946,44.94720524,4914.94
147.435996,44.94720524,3691.29
147.5797265,44.94720524,4659.82
147.8043053,44.94720524,1872.67
141.7137276,44.93822209,3179.95
141.8844076,44.93822209,4228.37
142.2078011,44.93822209,5028.39
142.5311946,44.93822209,4909.74
147.4090465,44.93822209,1859.16
147.4270129,44.93822209,4747.82
141.7137276,44.92923894,3795.86
141.8844076,44.92923894,4066.62
142.2078011,44.92923894,4580.59
142.5311946,44.92923894,4888.01
147.4090465,44.92923894,3991.79
147.4270129,44.92923894,4635.72
141.7227108,44.92025578,3543.73
141.8844076,44.92025578,4064.49
142.2078011,44.92025578,4405.86
142.5311946,44.92025578,5105.69
147.3910802,44.92025578,1177.94
147.4270129,44.92025578,4417.75
141.7227108,44.91127263,3991.89
141.8844076,44.91127263,4350.96
142.2078011,44.91127263,4389.53
142.5311946,44.91127263,4977.03
147.3820971,44.91127263,4107.56
147.5797265,44.91127263,4499.45
141.731694,44.90228948,3767.95
142.0550875,44.90228948,5064.38
142.3605147,44.90228948,5008.91
147.3551476,44.90228948,921.462
147.4270129,44.90228948,3530.05
141.731694,44.89330632,3791.35
142.0550875,44.89330632,4752.47
142.3605147,44.89330632,4835.36
147.3281982,44.89330632,906.891
147.5797265,44.89330632,4835.2
141.731694,44.88432317,2346.72
142.0550875,44.88432317,4991.63
142.3605147,44.88432317,4880.96
147.2922656,44.88432317,834.615
147.5797265,44.88432317,4822.87
141.7406771,44.87534002,4061.22
142.0550875,44.87534002,4824.43
142.3605147,44.87534002,4816.33
147.2742993,44.87534002,886.378
147.5797265,44.87534002,4763.74
141.7406771,44.86635687,3287.56
142.0550875,44.86635687,4400.58
142.3605147,44.86635687,4842.07
147.2742993,44.86635687,4216.61
147.5797265,44.86635687,4544.12
141.7496603,44.85737371,2807.78
142.0550875,44.85737371,4514.31
142.3605147,44.85737371,5092.26
147.2653161,44.85737371,1990.95
147.4270129,44.85737371,2959.81
141.7496603,44.84839056,3492.91
142.0550875,44.84839056,4439.65
142.3605147,44.84839056,4961.09
147.2563329,44.84839056,2863.15
147.2742993,44.84839056,4522.33
147.5797265,44.84839056,4573.92
141.7496603,44.83940741,3544.2
141.8844076,44.83940741,5120.49
142.2078011,44.83940741,4579.65
142.5311946,44.83940741,4329.62
147.2653161,44.83940741,4452.36
147.4270129,44.83940741,3479.19
141.7586434,44.83042425,4174.58
142.0550875,44.83042425,3600.58
142.3605147,44.83042425,4461.32
147.1305688,44.83042425,1623.54
147.2473498,44.83042425,4156.2
147.4270129,44.83042425,3843.6
141.7586434,44.8214411,4059.52
141.8844076,44.8214411,5133.57
142.2078011,44.8214411,4669.34
142.5311946,44.8214411,4743.66
147.1126025,44.8214411,2763.96
147.2473498,44.8214411,4652.71
147.4270129,44.8214411,4225.34
141.7586434,44.81245795,1652.5
141.8844076,44.81245795,5144.31
142.2078011,44.81245795,4663.49
142.5311946,44.81245795,4993.35
147.1036194,44.81245795,3532.64
147.2383666,44.81245795,2577.93
147.2742993,44.81245795,5264.58
141.7586434,44.8034748,3321.82
141.8844076,44.8034748,5155.94
142.2078011,44.8034748,4723.09
142.5311946,44.8034748,5278.15
147.1036194,44.8034748,2446.04
147.2204003,44.8034748,924.533
147.2742993,44.8034748,5425.72
141.7676266,44.79449164,3946.12
141.8844076,44.79449164,5188.69
142.2078011,44.79449164,4659.19
142.5311946,44.79449164,5241.68
147.1126025,44.79449164,3596.29
147.2742993,44.79449164,5365.22
141.7676266,44.78550849,4245.99
142.0550875,44.78550849,4285.85
142.3605147,44.78550849,4782.83
147.1126025,44.78550849,4843.55
147.2742993,44.78550849,5377.65
141.7676266,44.77652534,4223.4
142.0550875,44.77652534,3938.14
142.3605147,44.77652534,4363.21
147.1126025,44.77652534,4746.99
147.2742993,44.77652534,5322.13
141.7766097,44.76754218,4211.58
142.0550875,44.76754218,3717.82
142.3605147,44.76754218,4420.82
147.1305688,44.76754218,4440.25
147.2742993,44.76754218,5416.66
141.7766097,44.75855903,4375.94
142.0550875,44.75855903,4303.7
142.3605147,44.75855903,4463.65
147.1754846,44.75855903,3561.23
141.7855929,44.74957588,4317.65
142.0550875,44.74957588,4082.36
142.3605147,44.74957588,4767.96
147.2114172,44.74957588,4354.16
141.7766097,44.74059273,1744.0
142.0550875,44.74059273,4351.5
142.3605147,44.74059273,4766.33
147.2114172,44.74059273,4569.51
141.7766097,44.73160957,2615.62
141.8844076,44.73160957,5374.03
142.2078011,44.73160957,4500.5
142.5311946,44.73160957,4428.02
147.202434,44.73160957,2829.72
147.2742993,44.73160957,5115.34
141.7766097,44.72262642,1283.37
141.8844076,44.72262642,5042.46
142.2078011,44.72262642,4582.86
142.5311946,44.72262642,4773.31
147.1934509,44.72262642,3597.27
141.7855929,44.71364327,2588.52
141.8844076,44.71364327,5335.07
142.2078011,44.71364327,4604.64
142.5311946,44.71364327,4893.81
147.202434,44.71364327,4230.32
147.2742993,44.71364327,5116.67
141.7855929,44.70466011,3754.67
141.8844076,44.70466011,4915.5
142.2078011,44.70466011,4382.95
142.5311946,44.70466011,4862.55
147.1934509,44.70466011,3771.07
141.7855929,44.69567696,3850.34
142.0550875,44.69567696,4863.03
142.3605147,44.69567696,4344.49
147.1844677,44.69567696,4451.5
147.2742993,44.69567696,5002.86
141.7855929,44.68669381,4183.43
141.8844076,44.68669381,4852.11
142.2078011,44.68669381,4674.9
142.5311946,44.68669381,4392.41
147.1665014,44.68669381,1555.11
147.2742993,44.68669381,4964.15
141.7855929,44.67771066,4052.25
142.0550875,44.67771066,4867.5
142.3605147,44.67771066,3947.29
147.1665014,44.67771066,5152.9
147.2742993,44.67771066,4865.65
141.7855929,44.6687275,4410.39
141.8844076,44.6687275,5227.42
142.2078011,44.6687275,4587.47
142.5311946,44.6687275,4589.58
147.1485351,44.6687275,3602.2
147.2742993,44.6687275,4822.68
141.794576,44.65974435,4929.03
141.8844076,44.65974435,5294.64
142.2078011,44.65974435,4390.46
142.5311946,44.65974435,4676.55
147.0137878,44.65974435,1714.12
147.1305688,44.65974435,3520.36
147.2742993,44.65974435,4510.69
141.794576,44.6507612,4431.6
142.0550875,44.6507612,4502.39
142.3605147,44.6507612,3750.8
147.0137878,44.6507612,5508.76
147.1305688,44.6507612,4967.9
147.2742993,44.6507612,3130.93
141.794576,44.64177804,4397.29
141.8844076,44.64177804,5367.85
142.2078011,44.64177804,4489.3
142.5311946,44.64177804,4533.94
147.022771,44.64177804,5603.86
147.2742993,44.64177804,1477.66
141.794576,44.63279489,3470.57
142.0550875,44.63279489,4639.88
142.3605147,44.63279489,4540.18
146.9419226,44.63279489,786.5
147.0317541,44.63279489,661.5
147.1036194,44.63279489,5055.65
141.794576,44.62381174,3909.97
142.0550875,44.62381174,4611.45
142.3605147,44.62381174,4418.95
146.9419226,44.62381174,2158.66
147.0317541,44.62381174,3969.17
147.1036194,44.62381174,5012.13
141.7855929,44.61482859,3273.27
141.8844076,44.61482859,5427.7
142.2078011,44.61482859,4253.0
142.5311946,44.61482859,4000.05
146.9329394,44.61482859,2142.02
147.0407373,44.61482859,4031.6
141.7855929,44.60584543,3319.38
142.0550875,44.60584543,4486.98
142.3605147,44.60584543,4582.56
146.9419226,44.60584543,4113.49
147.0317541,44.60584543,3231.24
147.1036194,44.60584543,4813.94
141.7855929,44.59686228,4177.82
142.0550875,44.59686228,4502.6
142.3605147,44.59686228,4613.5
146.9329394,44.59686228,4673.24
147.0317541,44.59686228,3684.34
147.1036194,44.59686228,4778.03
141.7855929,44.58787913,4082.56
142.0550875,44.58787913,4510.43
142.3605147,44.58787913,4681.28
146.9329394,44.58787913,4716.66
147.0048047,44.58787913,2030.98
141.7855929,44.57889597,4442.42
141.8844076,44.57889597,5201.71
142.2078011,44.57889597,4358.95
142.5311946,44.57889597,4471.35
146.9329394,44.57889597,3932.22
141.7766097,44.56991282,2911.62
141.8844076,44.56991282,5006.74
142.2078011,44.56991282,3975.58
142.5311946,44.56991282,4302.96
146.9419226,44.56991282,4877.23
147.1036194,44.56991282,4393.8
141.7676266,44.56092967,3594.74
141.8844076,44.56092967,5067.39
142.2078011,44.56092967,3897.18
142.5311946,44.56092967,4261.62
146.9509058,44.56092967,4967.83
147.1305688,44.56092967,4269.68
147.202434,44.56092967,-3.5
141.7676266,44.55194652,4407.75
141.8844076,44.55194652,4967.55
142.2078011,44.55194652,3973.77
142.5311946,44.55194652,4528.08
146.9598889,44.55194652,5132.69
141.7676266,44.54296336,4406.3
142.0550875,44.54296336,4305.04
142.3605147,44.54296336,4643.95
143.0073017,44.54296336,3646.49
146.9419226,44.54296336,3621.17
141.7676266,44.53398021,4215.89
141.8844076,44.53398021,5060.58
142.2078011,44.53398021,4048.02
142.5311946,44.53398021,4519.78
143.0612006,44.53398021,1589.33
146.9329394,44.53398021,3498.2
141.7676266,44.52499706,3541.93
141.8844076,44.52499706,5001.03
142.2078011,44.52499706,4178.13
142.5311946,44.52499706,4358.09
146.8970068,44.52499706,-112.302
141.7676266,44.5160139,3849.96
141.8844076,44.5160139,4848.09
142.2078011,44.5160139,4052.46
142.5311946,44.5160139,4600.28
146.1334388,44.5160139,358.037
146.1693715,44.5160139,4228.79
146.8970068,44.5160139,3426.55
141.7586434,44.50703075,-149.0
141.8844076,44.50703075,4678.93
142.2078011,44.50703075,4047.55
142.5311946,44.50703075,4517.49
146.1244557,44.50703075,2627.14
146.8790405,44.50703075,415.438
141.7586434,44.4980476,2497.93
142.0550875,44.4980476,4222.6
142.3605147,44.4980476,4181.44
143.0073017,44.4980476,4532.44
146.1064894,44.4980476,500.429
146.8790405,44.4980476,3504.9
141.7586434,44.48906445,3520.2
141.8844076,44.48906445,4603.83
142.2078011,44.48906445,3969.08
142.5311946,44.48906445,4248.28
146.1064894,44.48906445,2970.83
146.8700574,44.48906445,1227.05
141.7586434,44.48008129,3614.14
142.0550875,44.48008129,4014.39
142.3605147,44.48008129,3243.18
143.0073017,44.48008129,5349.7
146.0795399,44.48008129,1888.69
146.1693715,44.48008129,4964.96
146.8610742,44.48008129,3000.18
141.7586434,44.47109814,4192.82
142.0550875,44.47109814,4010.51
142.3605147,44.47109814,3357.83
143.0073017,44.47109814,5426.72
146.0795399,44.47109814,4796.98
146.1693715,44.47109814,4565.06
146.8610742,44.47109814,4163.65
141.7586434,44.46211499,4612.27
141.8844076,44.46211499,4901.52
142.2078011,44.46211499,4094.32
142.5311946,44.46211499,4524.37
143.1600153,44.46211499,3544.53
146.0795399,44.46211499,5252.77
146.1693715,44.46211499,4238.24
146.8700574,44.46211499,4742.56
141.7496603,44.45313183,3348.49
141.8844076,44.45313183,4727.67
142.2078011,44.45313183,4155.26
142.5311946,44.45313183,4505.91
143.1600153,44.45313183,4620.8
146.0795399,44.45313183,5372.33
146.1693715,44.45313183,4235.15
146.5646302,44.45313183,-190.439
146.8520911,44.45313183,4260.33
141.7496603,44.44414868,2606.35
142.0550875,44.44414868,4184.29
142.3605147,44.44414868,3423.9
143.0073017,44.44414868,4758.27
146.0705568,44.44414868,5173.58
146.5466639,44.44414868,182.053
146.8700574,44.44414868,4984.74
141.7496603,44.43516553,4116.22
142.0550875,44.43516553,4090.16
142.3605147,44.43516553,3681.58
143.0073017,44.43516553,4546.86
146.0615736,44.43516553,5041.79
146.1693715,44.43516553,4121.01
146.5197144,44.43516553,18.7797
146.8700574,44.43516553,4270.55
141.7406771,44.42618238,3123.33
142.0550875,44.42618238,4236.3
142.3605147,44.42618238,3810.01
143.0073017,44.42618238,4503.83
146.0525905,44.42618238,4850.11
146.3220851,44.42618238,1593.49
146.3939503,44.42618238,-124.667
146.4747987,44.42618238,238.878
146.9149731,44.42618238,3829.61
141.731694,44.41719922,3842.72
142.0550875,44.41719922,4128.47
142.3605147,44.41719922,4666.27
143.0073017,44.41719922,4600.61
146.0436073,44.41719922,3762.78
146.1693715,44.41719922,3785.58
146.4747987,44.41719922,3163.48
141.7227108,44.40821607,1802.23
142.0550875,44.40821607,4045.23
142.3605147,44.40821607,4377.24
143.0073017,44.40821607,5108.21
146.0346242,44.40821607,187.04
146.3220851,44.40821607,5545.97
141.7137276,44.39923292,2430.82
141.731694,44.39923292,4052.48
142.0550875,44.39923292,4081.19
142.3605147,44.39923292,4266.19
143.0073017,44.39923292,4968.44
146.025641,44.39923292,58.2143
146.1693715,44.39923292,3901.22
146.4747987,44.39923292,4403.51
141.7047445,44.39024976,2603.9
141.8844076,44.39024976,4967.48
142.2078011,44.39024976,4383.58
142.5311946,44.39024976,4687.13
143.1600153,44.39024976,5718.14
146.025641,44.39024976,3027.05
146.1693715,44.39024976,3942.55
146.4747987,44.39024976,4862.11
141.7047445,44.38126661,3010.43
141.8844076,44.38126661,4575.95
142.2078011,44.38126661,4529.94
142.5311946,44.38126661,4547.66
143.1600153,44.38126661,5348.29
146.0076747,44.38126661,4327.65
146.1693715,44.38126661,4156.73
146.4747987,44.38126661,4724.86
141.6957613,44.37228346,1318.98
141.731694,44.37228346,4044.54
142.0550875,44.37228346,3938.1
142.3605147,44.37228346,4531.36
143.0073017,44.37228346,5382.16
143.3127289,44.37228346,3438.49
146.0166579,44.37228346,4378.01
146.3220851,44.37228346,5292.34
146.4568323,44.37228346,1768.25
